"","subject","activity","feature","statistic","axis","mean"
"4671",17,"sitting","fBodyGyro","mean","Z",-0.98161709828125
"4672",17,"sitting","fBodyGyro","std","X",-0.99004126046875
"4673",17,"sitting","fBodyGyro","std","Y",-0.984813098125
"4674",17,"sitting","fBodyGyro","std","Z",-0.9809696453125
"4675",17,"sitting","tBodyAcc","mean","X",0.2773570196875
"4676",17,"sitting","tBodyAcc","mean","Y",-0.014156274084375
"4677",17,"sitting","tBodyAcc","mean","Z",-0.11362408509375
"4678",17,"sitting","tBodyAcc","std","X",-0.9944439053125
"4679",17,"sitting","tBodyAcc","std","Y",-0.96185862984375
"4680",17,"sitting","tBodyAcc","std","Z",-0.96572919578125
"4681",17,"sitting","tBodyAccJerk","mean","X",0.075070986171875
"4682",17,"sitting","tBodyAccJerk","mean","Y",0.0056097104915625
"4683",17,"sitting","tBodyAccJerk","mean","Z",-0.0015544841534375
"4684",17,"sitting","tBodyAccJerk","std","X",-0.99434060296875
"4685",17,"sitting","tBodyAccJerk","std","Y",-0.98863700234375
"4686",17,"sitting","tBodyAccJerk","std","Z",-0.990529261875
"4687",17,"sitting","tBodyGyro","mean","X",-0.042549159015625
"4688",17,"sitting","tBodyGyro","mean","Y",-0.0669245931234375
"4689",17,"sitting","tBodyGyro","mean","Z",0.0860053803375
"4690",17,"sitting","tBodyGyro","std","X",-0.98963832578125
"4691",17,"sitting","tBodyGyro","std","Y",-0.98612868078125
"4692",17,"sitting","tBodyGyro","std","Z",-0.9797052259375
"4693",17,"sitting","tBodyGyroJerk","mean","X",-0.094247696875
"4694",17,"sitting","tBodyGyroJerk","mean","Y",-0.0411134199378125
"4695",17,"sitting","tBodyGyroJerk","mean","Z",-0.051090324421875
"4696",17,"sitting","tBodyGyroJerk","std","X",-0.9952559371875
"4697",17,"sitting","tBodyGyroJerk","std","Y",-0.9949818809375
"4698",17,"sitting","tBodyGyroJerk","std","Z",-0.9938412575
"4699",17,"sitting","tGravityAcc","mean","X",0.94488374765625
"4700",17,"sitting","tGravityAcc","mean","Y",-0.002814673171875
"4701",17,"sitting","tGravityAcc","mean","Z",-0.135803881679687
"4702",17,"sitting","tGravityAcc","std","X",-0.99019661703125
"4703",17,"sitting","tGravityAcc","std","Y",-0.9667201059375
"4704",17,"sitting","tGravityAcc","std","Z",-0.9566106440625
"4705",17,"standing","fBodyAcc","mean","X",-0.990927533846154
"4706",17,"standing","fBodyAcc","mean","Y",-0.97417056948718
"4707",17,"standing","fBodyAcc","mean","Z",-0.980231575769231
"4708",17,"standing","fBodyAcc","std","X",-0.991318528333333
"4709",17,"standing","fBodyAcc","std","Y",-0.966427323846154
"4710",17,"standing","fBodyAcc","std","Z",-0.966999000897436
"4711",17,"standing","fBodyAccJerk","mean","X",-0.992129225769231
"4712",17,"standing","fBodyAccJerk","mean","Y",-0.986278342435897
"4713",17,"standing","fBodyAccJerk","mean","Z",-0.989563633076923
"4714",17,"standing","fBodyAccJerk","std","X",-0.992775377692308
"4715",17,"standing","fBodyAccJerk","std","Y",-0.988200349487179
"4716",17,"standing","fBodyAccJerk","std","Z",-0.991450377692308
"4717",17,"standing","fBodyGyro","mean","X",-0.980696264102564
"4718",17,"standing","fBodyGyro","mean","Y",-0.987334041282051
"4719",17,"standing","fBodyGyro","mean","Z",-0.985954978205128
"4720",17,"standing","fBodyGyro","std","X",-0.981791318076923
"4721",17,"standing","fBodyGyro","std","Y",-0.983946584871795
"4722",17,"standing","fBodyGyro","std","Z",-0.986725274871795
"4723",17,"standing","tBodyAcc","mean","X",0.277942503333333
"4724",17,"standing","tBodyAcc","mean","Y",-0.0174120064169231
"4725",17,"standing","tBodyAcc","mean","Z",-0.111432145565
"4726",17,"standing","tBodyAcc","std","X",-0.991163919871795
"4727",17,"standing","tBodyAcc","std","Y",-0.968176663717949
"4728",17,"standing","tBodyAcc","std","Z",-0.970462679230769
"4729",17,"standing","tBodyAccJerk","mean","X",0.0740864955641026
"4730",17,"standing","tBodyAccJerk","mean","Y",0.00657853452564103
"4731",17,"standing","tBodyAccJerk","mean","Z",-0.00403599594166667
"4732",17,"standing","tBodyAccJerk","std","X",-0.992094005512821
"4733",17,"standing","tBodyAccJerk","std","Y",-0.98666125974359
"4734",17,"standing","tBodyAccJerk","std","Z",-0.991217027307692
"4735",17,"standing","tBodyGyro","mean","X",-0.0269576937130769
"4736",17,"standing","tBodyGyro","mean","Y",-0.0770632126371795
"4737",17,"standing","tBodyGyro","mean","Z",0.0880561869358974
"4738",17,"standing","tBodyGyro","std","X",-0.981373082948718
"4739",17,"standing","tBodyGyro","std","Y",-0.985121164615385
"4740",17,"standing","tBodyGyro","std","Z",-0.985538363333333
"4741",17,"standing","tBodyGyroJerk","mean","X",-0.101289168653846
"4742",17,"standing","tBodyGyroJerk","mean","Y",-0.0404518753974359
"4743",17,"standing","tBodyGyroJerk","mean","Z",-0.0546331330897436
"4744",17,"standing","tBodyGyroJerk","std","X",-0.989257196282051
"4745",17,"standing","tBodyGyroJerk","std","Y",-0.993699908589744
"4746",17,"standing","tBodyGyroJerk","std","Z",-0.992327099487179
"4747",17,"standing","tGravityAcc","mean","X",0.904678547435897
"4748",17,"standing","tGravityAcc","mean","Y",-0.257486817948718
"4749",17,"standing","tGravityAcc","mean","Z",-0.202687757012821
"4750",17,"standing","tGravityAcc","std","X",-0.985751365769231
"4751",17,"standing","tGravityAcc","std","Y",-0.975810476025641
"4752",17,"standing","tGravityAcc","std","Z",-0.969171762179487
"4753",17,"walking","fBodyAcc","mean","X",-0.360991674918033
"4754",17,"walking","fBodyAcc","mean","Y",-0.0650267622126229
"4755",17,"walking","fBodyAcc","mean","Z",-0.382832802295082
"4756",17,"walking","fBodyAcc","std","X",-0.304806274098361
"4757",17,"walking","fBodyAcc","std","Y",-0.0556137930852459
"4758",17,"walking","fBodyAcc","std","Z",-0.262391594918033
"4759",17,"walking","fBodyAccJerk","mean","X",-0.423446094590164
"4760",17,"walking","fBodyAccJerk","mean","Y",-0.194232721737705
"4761",17,"walking","fBodyAccJerk","mean","Z",-0.523427055737705
"4762",17,"walking","fBodyAccJerk","std","X",-0.343866129016393
"4763",17,"walking","fBodyAccJerk","std","Y",-0.0470379377672131
"4764",17,"walking","fBodyAccJerk","std","Z",-0.543872996229508
"4765",17,"walking","fBodyGyro","mean","X",-0.40771670852459
"4766",17,"walking","fBodyGyro","mean","Y",-0.490166286557377
"4767",17,"walking","fBodyGyro","mean","Z",-0.398809217540984
"4768",17,"walking","fBodyGyro","std","X",-0.504849290819672
"4769",17,"walking","fBodyGyro","std","Y",-0.439238787704918
"4770",17,"walking","fBodyGyro","std","Z",-0.438768699508197
"4771",17,"walking","tBodyAcc","mean","X",0.272341855245902
"4772",17,"walking","tBodyAcc","mean","Y",-0.0184875403339344
"4773",17,"walking","tBodyAcc","mean","Z",-0.109792122032787
"4774",17,"walking","tBodyAcc","std","X",-0.31950017295082
"4775",17,"walking","tBodyAcc","std","Y",-0.0175797885542623
"4776",17,"walking","tBodyAcc","std","Z",-0.265824489180328
"4777",17,"walking","tBodyAccJerk","mean","X",0.0773188580032787
"4778",17,"walking","tBodyAccJerk","mean","Y",0.0130098548360656
"4779",17,"walking","tBodyAccJerk","mean","Z",0.0243753334442623
"4780",17,"walking","tBodyAccJerk","std","X",-0.355492635409836
"4781",17,"walking","tBodyAccJerk","std","Y",-0.0935385034
"4782",17,"walking","tBodyAccJerk","std","Z",-0.534303311639344
"4783",17,"walking","tBodyGyro","mean","X",-0.00922265519180328
"4784",17,"walking","tBodyGyro","mean","Y",-0.0839773343770492
"4785",17,"walking","tBodyGyro","mean","Z",0.0757132656704918
"4786",17,"walking","tBodyGyro","std","X",-0.47981351295082
"4787",17,"walking","tBodyGyro","std","Y",-0.454932903934426
"4788",17,"walking","tBodyGyro","std","Z",-0.386044435409836
"4789",17,"walking","tBodyGyroJerk","mean","X",-0.109959237927869
"4790",17,"walking","tBodyGyroJerk","mean","Y",-0.0379251328622951
"4791",17,"walking","tBodyGyroJerk","mean","Z",-0.0513807166754098
"4792",17,"walking","tBodyGyroJerk","std","X",-0.431296148196721
"4793",17,"walking","tBodyGyroJerk","std","Y",-0.560203489016393
"4794",17,"walking","tBodyGyroJerk","std","Z",-0.524422887377049
"4795",17,"walking","tGravityAcc","mean","X",0.92811236852459
"4796",17,"walking","tGravityAcc","mean","Y",-0.179927382704918
"4797",17,"walking","tGravityAcc","mean","Z",-0.190265949622951
"4798",17,"walking","tGravityAcc","std","X",-0.980983351639344
"4799",17,"walking","tGravityAcc","std","Y",-0.968613202622951
"4800",17,"walking","tGravityAcc","std","Z",-0.956903248196721
"4801",17,"walking_downstairs","fBodyAcc","mean","X",-0.0226239171245652
"4802",17,"walking_downstairs","fBodyAcc","mean","Y",-0.130272514565217
"4803",17,"walking_downstairs","fBodyAcc","mean","Z",-0.3180818605
"4804",17,"walking_downstairs","fBodyAcc","std","X",0.258941676302174
"4805",17,"walking_downstairs","fBodyAcc","std","Y",-0.0860527358695652
"4806",17,"walking_downstairs","fBodyAcc","std","Z",-0.245413541641304
"4807",17,"walking_downstairs","fBodyAccJerk","mean","X",-0.215092049054348
"4808",17,"walking_downstairs","fBodyAccJerk","mean","Y",-0.351268404347826
"4809",17,"walking_downstairs","fBodyAccJerk","mean","Z",-0.498668458043478
"4810",17,"walking_downstairs","fBodyAccJerk","std","X",-0.0718767032673913
"4811",17,"walking_downstairs","fBodyAccJerk","std","Y",-0.298931144913043
"4812",17,"walking_downstairs","fBodyAccJerk","std","Z",-0.573043711086957
"4813",17,"walking_downstairs","fBodyGyro","mean","X",-0.316412962967391
"4814",17,"walking_downstairs","fBodyGyro","mean","Y",-0.451126869347826
"4815",17,"walking_downstairs","fBodyGyro","mean","Z",-0.403380386086957
"4816",17,"walking_downstairs","fBodyGyro","std","X",-0.393194731747826
"4817",17,"walking_downstairs","fBodyGyro","std","Y",-0.469390428043478
"4818",17,"walking_downstairs","fBodyGyro","std","Z",-0.540949520217391
"4819",17,"walking_downstairs","tBodyAcc","mean","X",0.29391828326087
"4820",17,"walking_downstairs","tBodyAcc","mean","Y",-0.0167359404347826
"4821",17,"walking_downstairs","tBodyAcc","mean","Z",-0.0892432745173913
"4822",17,"walking_downstairs","tBodyAcc","std","X",0.187719760269565
"4823",17,"walking_downstairs","tBodyAcc","std","Y",-0.0607892037384783
"4824",17,"walking_downstairs","tBodyAcc","std","Z",-0.231064156615217
"4825",17,"walking_downstairs","tBodyAccJerk","mean","X",0.118250858006522
"4826",17,"walking_downstairs","tBodyAccJerk","mean","Y",-0.0113826178208696
"4827",17,"walking_downstairs","tBodyAccJerk","mean","Z",-0.00939838078195652
"4828",17,"walking_downstairs","tBodyAccJerk","std","X",-0.103436471413043
"4829",17,"walking_downstairs","tBodyAccJerk","std","Y",-0.304063534173913
"4830",17,"walking_downstairs","tBodyAccJerk","std","Z",-0.536331570652174
"4831",17,"walking_downstairs","tBodyGyro","mean","X",0.0677728390673913
"4832",17,"walking_downstairs","tBodyGyro","mean","Y",-0.123517195928261
"4833",17,"walking_downstairs","tBodyGyro","mean","Z",0.0162878745776087
"4834",17,"walking_downstairs","tBodyGyro","std","X",-0.370436868891304
"4835",17,"walking_downstairs","tBodyGyro","std","Y",-0.459281989565217
"4836",17,"walking_downstairs","tBodyGyro","std","Z",-0.468462984347826
"4837",17,"walking_downstairs","tBodyGyroJerk","mean","X",-0.1077700285
"4838",17,"walking_downstairs","tBodyGyroJerk","mean","Y",-0.0381702367441304
"4839",17,"walking_downstairs","tBodyGyroJerk","mean","Z",-0.0582518846641304
"4840",17,"walking_downstairs","tBodyGyroJerk","std","X",-0.526801825217391
"4841",17,"walking_downstairs","tBodyGyroJerk","std","Y",-0.572144734130435
"4842",17,"walking_downstairs","tBodyGyroJerk","std","Z",-0.542770646521739
"4843",17,"walking_downstairs","tGravityAcc","mean","X",0.928817578043478
"4844",17,"walking_downstairs","tGravityAcc","mean","Y",-0.151077057652174
"4845",17,"walking_downstairs","tGravityAcc","mean","Z",-0.160962985956522
"4846",17,"walking_downstairs","tGravityAcc","std","X",-0.950026242173913
"4847",17,"walking_downstairs","tGravityAcc","std","Y",-0.946576675652174
"4848",17,"walking_downstairs","tGravityAcc","std","Z",-0.901097766521739
"4849",17,"walking_upstairs","fBodyAcc","mean","X",-0.1397522212625
"4850",17,"walking_upstairs","fBodyAcc","mean","Y",-0.1175197356
"4851",17,"walking_upstairs","fBodyAcc","mean","Z",-0.3999234945625
"4852",17,"walking_upstairs","fBodyAcc","std","X",-0.0355381172854167
"4853",17,"walking_upstairs","fBodyAcc","std","Y",-0.0252781736083333
"4854",17,"walking_upstairs","fBodyAcc","std","Z",-0.2048157105
"4855",17,"walking_upstairs","fBodyAccJerk","mean","X",-0.360272225833333
"4856",17,"walking_upstairs","fBodyAccJerk","mean","Y",-0.37705192875
"4857",17,"walking_upstairs","fBodyAccJerk","mean","Z",-0.633017707916667
"4858",17,"walking_upstairs","fBodyAccJerk","std","X",-0.287219038291667
"4859",17,"walking_upstairs","fBodyAccJerk","std","Y",-0.365114263583333
"4860",17,"walking_upstairs","fBodyAccJerk","std","Z",-0.680325770833333
"4861",17,"walking_upstairs","fBodyGyro","mean","X",-0.416223018291667
"4862",17,"walking_upstairs","fBodyGyro","mean","Y",-0.521435415208333
"4863",17,"walking_upstairs","fBodyGyro","mean","Z",-0.324273713333333
"4864",17,"walking_upstairs","fBodyGyro","std","X",-0.5244683916875
"4865",17,"walking_upstairs","fBodyGyro","std","Y",-0.481154119791667
"4866",17,"walking_upstairs","fBodyGyro","std","Z",-0.2778914704375
"4867",17,"walking_upstairs","tBodyAcc","mean","X",0.252604768583333
"4868",17,"walking_upstairs","tBodyAcc","mean","Y",-0.0228645614308333
"4869",17,"walking_upstairs","tBodyAcc","mean","Z",-0.121290442104167
"4870",17,"walking_upstairs","tBodyAcc","std","X",-0.062952754100625
"4871",17,"walking_upstairs","tBodyAcc","std","Y",-0.0131721014395833
"4872",17,"walking_upstairs","tBodyAcc","std","Z",-0.230220954239583
"4873",17,"walking_upstairs","tBodyAccJerk","mean","X",0.07680441704375
"4874",17,"walking_upstairs","tBodyAccJerk","mean","Y",0.03083565139375
"4875",17,"walking_upstairs","tBodyAccJerk","mean","Z",0.00759533846458334
"4876",17,"walking_upstairs","tBodyAccJerk","std","X",-0.292665827083333
"4877",17,"walking_upstairs","tBodyAccJerk","std","Y",-0.349791873229167
"4878",17,"walking_upstairs","tBodyAccJerk","std","Z",-0.657430836041667
"4879",17,"walking_upstairs","tBodyGyro","mean","X",-0.0304250571395833
"4880",17,"walking_upstairs","tBodyGyro","mean","Y",-0.0548455941370417
"4881",17,"walking_upstairs","tBodyGyro","mean","Z",0.0560931358145833
"4882",17,"walking_upstairs","tBodyGyro","std","X",-0.496562732729167
"4883",17,"walking_upstairs","tBodyGyro","std","Y",-0.493044125208333
"4884",17,"walking_upstairs","tBodyGyro","std","Z",-0.234402350714583
"4885",17,"walking_upstairs","tBodyGyroJerk","mean","X",-0.142655397660417
"4886",17,"walking_upstairs","tBodyGyroJerk","mean","Y",-0.0414496328508333
"4887",17,"walking_upstairs","tBodyGyroJerk","mean","Z",-0.0223482086545833
"4888",17,"walking_upstairs","tBodyGyroJerk","std","X",-0.606044344375
"4889",17,"walking_upstairs","tBodyGyroJerk","std","Y",-0.676722847708333
"4890",17,"walking_upstairs","tBodyGyroJerk","std","Z",-0.610586202291667
"4891",17,"walking_upstairs","tGravityAcc","mean","X",0.853530565833333
"4892",17,"walking_upstairs","tGravityAcc","mean","Y",-0.284153753333333
"4893",17,"walking_upstairs","tGravityAcc","mean","Z",-0.298171464166667
"4894",17,"walking_upstairs","tGravityAcc","std","X",-0.949460372291667
"4895",17,"walking_upstairs","tGravityAcc","std","Y",-0.91597346625
"4896",17,"walking_upstairs","tGravityAcc","std","Z",-0.930159843541667
"4897",18,"laying","fBodyAcc","mean","X",-0.985179972153846
"4898",18,"laying","fBodyAcc","mean","Y",-0.984909884615385
"4899",18,"laying","fBodyAcc","mean","Z",-0.988606906307692
"4900",18,"laying","fBodyAcc","std","X",-0.984321858307692
"4901",18,"laying","fBodyAcc","std","Y",-0.986746450769231
"4902",18,"laying","fBodyAcc","std","Z",-0.987224804307692
"4903",18,"laying","fBodyAccJerk","mean","X",-0.986404709384615
"4904",18,"laying","fBodyAccJerk","mean","Y",-0.985865325230769
"4905",18,"laying","fBodyAccJerk","mean","Z",-0.989116865846154
"4906",18,"laying","fBodyAccJerk","std","X",-0.986641245846154
"4907",18,"laying","fBodyAccJerk","std","Y",-0.986210701230769
"4908",18,"laying","fBodyAccJerk","std","Z",-0.990744752923077
"4909",18,"laying","fBodyGyro","mean","X",-0.992436927692308
"4910",18,"laying","fBodyGyro","mean","Y",-0.985611171384615
"4911",18,"laying","fBodyGyro","mean","Z",-0.984999291538462
"4912",18,"laying","fBodyGyro","std","X",-0.993019371692308
"4913",18,"laying","fBodyGyro","std","Y",-0.983457774923077
"4914",18,"laying","fBodyGyro","std","Z",-0.986483048153846
"4915",18,"laying","tBodyAcc","mean","X",0.274691576923077
"4916",18,"laying","tBodyAcc","mean","Y",-0.0173937684615385
"4917",18,"laying","tBodyAcc","mean","Z",-0.107698927907692
"4918",18,"laying","tBodyAcc","std","X",-0.984527649230769
"4919",18,"laying","tBodyAcc","std","Y",-0.986160920923077
"4920",18,"laying","tBodyAcc","std","Z",-0.987658662307692
"4921",18,"laying","tBodyAccJerk","mean","X",0.0749985010769231
"4922",18,"laying","tBodyAccJerk","mean","Y",0.0117018961415385
"4923",18,"laying","tBodyAccJerk","mean","Z",-0.00121344813430769
"4924",18,"laying","tBodyAccJerk","std","X",-0.985921071076923
"4925",18,"laying","tBodyAccJerk","std","Y",-0.985554339384615
"4926",18,"laying","tBodyAccJerk","std","Z",-0.990660246153846
"4927",18,"laying","tBodyGyro","mean","X",-0.02517618068
"4928",18,"laying","tBodyGyro","mean","Y",-0.0837587308153846
"4929",18,"laying","tBodyGyro","mean","Z",0.0937781948153846
"4930",18,"laying","tBodyGyro","std","X",-0.992872598
"4931",18,"laying","tBodyGyro","std","Y",-0.984202872923077
"4932",18,"laying","tBodyGyro","std","Z",-0.985108386307692
"4933",18,"laying","tBodyGyroJerk","mean","X",-0.0997154236307692
"4934",18,"laying","tBodyGyroJerk","mean","Y",-0.0393440191846154
"4935",18,"laying","tBodyGyroJerk","mean","Z",-0.0593135986615385
"4936",18,"laying","tBodyGyroJerk","std","X",-0.996104441384615
"4937",18,"laying","tBodyGyroJerk","std","Y",-0.990547638769231
"4938",18,"laying","tBodyGyroJerk","std","Z",-0.992548101846154
"4939",18,"laying","tGravityAcc","mean","X",-0.220600509076923
"4940",18,"laying","tGravityAcc","mean","Y",0.719755403692308
"4941",18,"laying","tGravityAcc","mean","Z",0.605495317692308
"4942",18,"laying","tGravityAcc","std","X",-0.982715987538462
"4943",18,"laying","tGravityAcc","std","Y",-0.994093522615385
"4944",18,"laying","tGravityAcc","std","Z",-0.990957249538462
"4945",18,"sitting","fBodyAcc","mean","X",-0.993144920175439
"4946",18,"sitting","fBodyAcc","mean","Y",-0.976538530350877
"4947",18,"sitting","fBodyAcc","mean","Z",-0.982996441403509
"4948",18,"sitting","fBodyAcc","std","X",-0.994906565789474
"4949",18,"sitting","fBodyAcc","std","Y",-0.974980068596491
"4950",18,"sitting","fBodyAcc","std","Z",-0.975722121403509
"4951",18,"sitting","fBodyAccJerk","mean","X",-0.991924709824561
"4952",18,"sitting","fBodyAccJerk","mean","Y",-0.983642391578947
"4953",18,"sitting","fBodyAccJerk","mean","Z",-0.988689671578947
"4954",18,"sitting","fBodyAccJerk","std","X",-0.992039060701754
"4955",18,"sitting","fBodyAccJerk","std","Y",-0.985694744385965
"4956",18,"sitting","fBodyAccJerk","std","Z",-0.990141676315789
"4957",18,"sitting","fBodyGyro","mean","X",-0.989961500350877
"4958",18,"sitting","fBodyGyro","mean","Y",-0.988702701403509
"4959",18,"sitting","fBodyGyro","mean","Z",-0.983027386491228
"4960",18,"sitting","fBodyGyro","std","X",-0.992575399473684
"4961",18,"sitting","fBodyGyro","std","Y",-0.985710087894737
"4962",18,"sitting","fBodyGyro","std","Z",-0.98279727631579
"4963",18,"sitting","tBodyAcc","mean","X",0.27727001877193
"4964",18,"sitting","tBodyAcc","mean","Y",-0.0128691279736842
"4965",18,"sitting","tBodyAcc","mean","Z",-0.111904775824561
"4966",18,"sitting","tBodyAcc","std","X",-0.994347988596491
"4967",18,"sitting","tBodyAcc","std","Y",-0.974928131052632
"4968",18,"sitting","tBodyAcc","std","Z",-0.977572717017544
"4969",18,"sitting","tBodyAccJerk","mean","X",0.076622889
"4970",18,"sitting","tBodyAccJerk","mean","Y",0.00694560289491228
"4971",18,"sitting","tBodyAccJerk","mean","Z",0.00278757042058246
"4972",18,"sitting","tBodyAccJerk","std","X",-0.991624662105263
"4973",18,"sitting","tBodyAccJerk","std","Y",-0.984002717017544
"4974",18,"sitting","tBodyAccJerk","std","Z",-0.990153121754386
"4975",18,"sitting","tBodyGyro","mean","X",-0.0333057034385965
"4976",18,"sitting","tBodyGyro","mean","Y",-0.0685796341105263
"4977",18,"sitting","tBodyGyro","mean","Z",0.0848140511754386
"4978",18,"sitting","tBodyGyro","std","X",-0.991956958947368
"4979",18,"sitting","tBodyGyro","std","Y",-0.986753343859649
"4980",18,"sitting","tBodyGyro","std","Z",-0.981525495438596
"4981",18,"sitting","tBodyGyroJerk","mean","X",-0.0954723233684211
"4982",18,"sitting","tBodyGyroJerk","mean","Y",-0.0397125591491228
"4983",18,"sitting","tBodyGyroJerk","mean","Z",-0.0523030404789474
"4984",18,"sitting","tBodyGyroJerk","std","X",-0.994170190701754
"4985",18,"sitting","tBodyGyroJerk","std","Y",-0.994224162105263
"4986",18,"sitting","tBodyGyroJerk","std","Z",-0.992814325087719
"4987",18,"sitting","tGravityAcc","mean","X",0.909816469298246
"4988",18,"sitting","tGravityAcc","mean","Y",0.12988647622807
"4989",18,"sitting","tGravityAcc","mean","Z",0.161877417894737
"4990",18,"sitting","tGravityAcc","std","X",-0.994043771403509
"4991",18,"sitting","tGravityAcc","std","Y",-0.984035479473684
"4992",18,"sitting","tGravityAcc","std","Z",-0.978340183157895
"4993",18,"standing","fBodyAcc","mean","X",-0.990409919315068
"4994",18,"standing","fBodyAcc","mean","Y",-0.961239135479452
"4995",18,"standing","fBodyAcc","mean","Z",-0.975772813972603
"4996",18,"standing","fBodyAcc","std","X",-0.992789068493151
"4997",18,"standing","fBodyAcc","std","Y",-0.952911994794521
"4998",18,"standing","fBodyAcc","std","Z",-0.957216177945206
"4999",18,"standing","fBodyAccJerk","mean","X",-0.989544971232877
"5000",18,"standing","fBodyAccJerk","mean","Y",-0.975243689589041
"5001",18,"standing","fBodyAccJerk","mean","Z",-0.986265653561644
"5002",18,"standing","fBodyAccJerk","std","X",-0.990287933424657
"5003",18,"standing","fBodyAccJerk","std","Y",-0.977179032191781
"5004",18,"standing","fBodyAccJerk","std","Z",-0.989275839041096
"5005",18,"standing","fBodyGyro","mean","X",-0.964428926438356
"5006",18,"standing","fBodyGyro","mean","Y",-0.983561159726027
"5007",18,"standing","fBodyGyro","mean","Z",-0.974294413013699
"5008",18,"standing","fBodyGyro","std","X",-0.962272711643836
"5009",18,"standing","fBodyGyro","std","Y",-0.978801848493151
"5010",18,"standing","fBodyGyro","std","Z",-0.974822589589041
"5011",18,"standing","tBodyAcc","mean","X",0.278458805890411
"5012",18,"standing","tBodyAcc","mean","Y",-0.0166353518150685
"5013",18,"standing","tBodyAcc","mean","Z",-0.108453355945205
"5014",18,"standing","tBodyAcc","std","X",-0.992019762739726
"5015",18,"standing","tBodyAcc","std","Y",-0.95422343630137
"5016",18,"standing","tBodyAcc","std","Z",-0.961873909178082
"5017",18,"standing","tBodyAccJerk","mean","X",0.0753539482328767
"5018",18,"standing","tBodyAccJerk","mean","Y",0.0104698718417123
"5019",18,"standing","tBodyAccJerk","mean","Z",-0.00181640480191781
"5020",18,"standing","tBodyAccJerk","std","X",-0.989436673835616
"5021",18,"standing","tBodyAccJerk","std","Y",-0.975277836849315
"5022",18,"standing","tBodyAccJerk","std","Z",-0.988455249452055
"5023",18,"standing","tBodyGyro","mean","X",-0.0265873248835616
"5024",18,"standing","tBodyGyro","mean","Y",-0.0732260127945206
"5025",18,"standing","tBodyGyro","mean","Z",0.0843190675616438
"5026",18,"standing","tBodyGyro","std","X",-0.962254249589041
"5027",18,"standing","tBodyGyro","std","Y",-0.980417134246575
"5028",18,"standing","tBodyGyro","std","Z",-0.972820402739726
"5029",18,"standing","tBodyGyroJerk","mean","X",-0.0987174024657534
"5030",18,"standing","tBodyGyroJerk","mean","Y",-0.0406573412739726
"5031",18,"standing","tBodyGyroJerk","mean","Z",-0.0532384453013699
"5032",18,"standing","tBodyGyroJerk","std","X",-0.981970965890411
"5033",18,"standing","tBodyGyroJerk","std","Y",-0.991151973150685
"5034",18,"standing","tBodyGyroJerk","std","Z",-0.986259015753425
"5035",18,"standing","tGravityAcc","mean","X",0.947573239863014
"5036",18,"standing","tGravityAcc","mean","Y",-0.204206320958904
"5037",18,"standing","tGravityAcc","mean","Z",-0.0485767106575342
"5038",18,"standing","tGravityAcc","std","X",-0.994270075205479
"5039",18,"standing","tGravityAcc","std","Y",-0.981335941917808
"5040",18,"standing","tGravityAcc","std","Z",-0.976044291369863
"5041",18,"walking","fBodyAcc","mean","X",-0.37147515625
"5042",18,"walking","fBodyAcc","mean","Y",-0.24360627125
"5043",18,"walking","fBodyAcc","mean","Z",-0.48977105125
"5044",18,"walking","fBodyAcc","std","X",-0.378068199285714
"5045",18,"walking","fBodyAcc","std","Y",-0.267273644642857
"5046",18,"walking","fBodyAcc","std","Z",-0.439861578035714
"5047",18,"walking","fBodyAccJerk","mean","X",-0.414797154464286
"5048",18,"walking","fBodyAccJerk","mean","Y",-0.361908549464286
"5049",18,"walking","fBodyAccJerk","mean","Z",-0.601147246785714
"5050",18,"walking","fBodyAccJerk","std","X",-0.375992795357143
"5051",18,"walking","fBodyAccJerk","std","Y",-0.320264113035714
"5052",18,"walking","fBodyAccJerk","std","Z",-0.664327149285714
"5053",18,"walking","fBodyGyro","mean","X",-0.609673434464286
"5054",18,"walking","fBodyGyro","mean","Y",-0.570898150714286
"5055",18,"walking","fBodyGyro","mean","Z",-0.538152344821429
"5056",18,"walking","fBodyGyro","std","X",-0.734901390178571
"5057",18,"walking","fBodyGyro","std","Y",-0.460890661785714
"5058",18,"walking","fBodyGyro","std","Z",-0.54840977125
"5059",18,"walking","tBodyAcc","mean","X",0.273887758571429
"5060",18,"walking","tBodyAcc","mean","Y",-0.0178023631866071
"5061",18,"walking","tBodyAcc","mean","Z",-0.104218315464286
"5062",18,"walking","tBodyAcc","std","X",-0.37600552125
"5063",18,"walking","tBodyAcc","std","Y",-0.227005874892857
"5064",18,"walking","tBodyAcc","std","Z",-0.428348061071429
"5065",18,"walking","tBodyAccJerk","mean","X",0.0767524278392857
"5066",18,"walking","tBodyAccJerk","mean","Y",0.0282745481892857
"5067",18,"walking","tBodyAccJerk","mean","Z",0.010685091
"5068",18,"walking","tBodyAccJerk","std","X",-0.368056913928571
"5069",18,"walking","tBodyAccJerk","std","Y",-0.320158763392857
"5070",18,"walking","tBodyAccJerk","std","Z",-0.633325860714286
"5071",18,"walking","tBodyGyro","mean","X",-0.0399399716026786
"5072",18,"walking","tBodyGyro","mean","Y",-0.0613727362975
"5073",18,"walking","tBodyGyro","mean","Z",0.0944718394625
"5074",18,"walking","tBodyGyro","std","X",-0.7044397775
"5075",18,"walking","tBodyGyro","std","Y",-0.496431539642857
"5076",18,"walking","tBodyGyro","std","Z",-0.511417204821429
